stop_id,stop_code,stop_name,stop_lat,stop_lon,location_type
3506,P-1989,Monte Alban/Alpes,20.64957434,-100.4472356,0
3507,P-1990,Monte Alban/Citlaltépetl,20.64750111,-100.4471373,0
3508,P-1991,Monte Alban/Everest,20.64541137,-100.4470107,0
3509,P-1992,Nevado de Colima/Calle Kilimanjaro,20.64430877,-100.4478643,0
2288,P-1600A,Corporativo Santander,20.638399270649,-100.42998980758,0
3510,P-1999,Acceso 4/Av. 5 de Febrero,20.63741043,-100.43064,0
3511,P-2001,Acceso 4/Distrito Querétaro,20.63620782,-100.4332265,0
1400,P-0149,Pirámides,20.53445833,-100.4513417,0
1401,P-0071,Industrial Balvanera,20.536177764788,-100.45801268462,0
3523,P-2002,Av. Paseo Constituyentes/Tetra Pak,20.53837633,-100.466152,0
3524,P-1770,Libramiento Nortponiente/Patio Cdm Qrobus,20.56156449,-100.4827413,0
1452,P-0197,Prol. Constituyentes/Zen Life Ii,20.596778,-100.307399,0
1453,P-0200,Prol. Constituyentes/Provenza,20.59742,-100.293469,0
1462,P-0207,Epigmenio González/Real Solare,20.58982844644,-100.28519005109,0
1463,P-0206,Anillo Vial Iii/Av. del Marqués,20.58622702917,-100.2851607332,0
1464,P-0203,Anillo Vial Iii/Paseo Solare Ote.,20.588666538886,-100.28122628739,0
3536,P-2014,Libramiento Norponiente/Huertas la Joya,20.61830028,-100.4952944,0
3521,P-1771,Libramiento Norponiente/Viñedos,20.60609934,-100.4922505,0
3522,P-1769,Libramiento Norponiente/Villas la Estancia,20.56075565,-100.4829722,0
3287,P-1767,Independencia Norte/Primaria Emiliano Zapata,20.745748275933,-100.44636497423,0
3246,P-1363,20 de Noviembre/Primaria Emiliano Zapata,20.74539908,-100.4467009,0
3247,P-1360,20 de Noviembre/Calle José Ma. Morelos,20.74528337,-100.450224,0
3502,P-1976,Coahuila,20.61977979,-100.4222462,0
2925,P-1450,Calle Coahuila/Parque la Obrera,20.61871688,-100.4237274,0
2926,P-1451,Calle Coahuila/Calle Querétaro,20.61808989,-100.426571,0
2927,P-1452,Calle Coahuila/Acceso Iii,20.61768669,-100.4285547,0
2928,P-1453,Av. Felipe Carrillo Puerto/Acceso Iii,20.61741657,-100.4306264,0
2929,P-1454,Av. Felipe Carrillo Puerto/Secundaria Técnica 6,20.616861341599,-100.43391262252,0
2930,P-1455,Acceso Ii/Prol. Bernardo Quintana,20.61887058,-100.4355562,0
2247,P-1023,Prol. Bernardo Quintana/Plaza Patio,20.61696221,-100.438652,0
2931,P-1402,Prol. Bernardo Quintana/Unidad Deportiva El Sol,20.61586697,-100.4422817,0
2932,P-1403,Prol. Bernardo Quintana/Calle Cenit,20.616140225007,-100.44444386944,0
3330,P-1780,20 de Noviembre/Lienzo Charro El Milagro,20.74582893,-100.4529419,0
3604,P-2043,Lib. Norponiente/La Vida,20.54636364,-100.4809917,0
1370,P-0072,Industrial Balvanera,20.53573888699,-100.45773841026,0
3168,P-1552,Av. Revolución/Cobaq 1 Sátelite,20.63251116,-100.4432651,0
3169,P-1554,Av. Tempano/Jerez,20.63089495,-100.442715,0
2576,P-0994,Av. del Tempano/Calle Venecia,20.62863336,-100.4430394,0
2577,P-0995,Av. del Tempano/Verona,20.62687329,-100.4427263,0
3170,P-1555,Av. Revolución/Berlín,20.62426832,-100.4421715,0
2578,P-0992,Av. del Tempano/Av. Laguna,20.62173623,-100.4411861,0
2579,P-0998,Av. Revolución/Plaza Patio,20.6187046,-100.4384507,0
2991,P-1559,Av. Revolución/Prol. Revolución,20.61517176,-100.436637,0
2993,P-1561,Av. Revolución/Fracc. El Arco,20.61269862,-100.4359055,0
2994,P-1562,Av. Revolución/Alfonso Reyes,20.61078032,-100.4353057,0
2995,P-1563,Av. Revolución/Ex Hacienda Tintero,20.60782282,-100.4339375,0
2243,P-0997,Av. Revolución/Aurrera,20.60639586,-100.4327647,0
3455,P-1660,Vía Lactea/Cancha Parque Ara,20.60563851,-100.4352708,0
3456,P-1661,Vía Lactea/Calle Cristina,20.60487505,-100.4384296,0
3656,P-2105,Av. de Las Fuentes/Calle Roca,20.638907726766,-100.45241231307,0
3448,P-1810,Guayaquiri/Av. de Las Fuentes,20.64078567,-100.4536153,0
3449,P-1811,Guayaquiri/Calle 7,20.64199379,-100.4567382,0
3450,P-1812,Guayaquiri/Calle 6,20.64373175,-100.4599418,0
2270,P-0760,Paseo Querétaro/Villa de San Miguel,20.646292342045,-100.46198670437,0
3484,P-1985,Paseo Querétaro/Encino,20.64766298,-100.4649177,0
2271,P-0761,Paseo Querétaro/Av. Plan de San Luis,20.649515017621,-100.46914630945,0
2272,P-0762,Paseo Querétaro/San Daniel,20.651814336076,-100.47147194183,0
3338,P-1751,Paseo Querétaro/Av. San Miguel,20.655788909898,-100.47496601651,0
2273,P-0763,Paseo Querétaro/Calle San Samael,20.657876514099,-100.47619621383,0
2242,P-0482,Prol. Pasteur/Calle 6,20.551590432093,-100.38361003716,0
3343,P-1764,Blvd. Centro Sur/Av. Fray Luis de León,20.5641081,-100.3654746,0
